website,battery,weight,laptop_brand,monitor_size,ram_capacity,ram_type,HDD_capacity,SSD_capacity,cpu_brand,cpu_core_num,cpu_thread_num,avg_bench,gamming,desktop,workstation,gpu_score,price
laptop88,80.0,2.0,Lenovo,15.6,8.0,DDR5,0.0,512.0,Intel,12.0,16.0,94.8,95.0,97.0,94.0,58.5,26990000.0
thinkpro,76.0,1.6,Asus,14.0,8.0,DDR4,0.0,512.0,AMD,8.0,16.0,73.6,74.0,75.0,73.0,53.7,32990000.0
thinkpro,60.0,,Dell,14.0,16.0,LPDDR5,0.0,256.0,Intel,10.0,12.0,73.1,73.0,83.0,66.0,139.0,49990000.0
thinkpro,54.0,1.18,Samsung,13.3,8.0,,0.0,256.0,Intel,4.0,8.0,60.2,60.0,67.0,50.0,139.0,12990000.0
thinkpro,37.0,,Asus,14.0,8.0,DDR4,0.0,256.0,AMD,2.0,4.0,38.2,38.0,44.0,28.0,121.0,11990000.0
thinkpro,40.0,1.16,Dell,13.0,8.0,,0.0,512.0,Intel,4.0,8.0,60.2,60.0,67.0,50.0,139.0,20390000.0
thinkpro,51.0,1.1,Lenovo,14.0,16.0,LPDDR3,0.0,256.0,Intel,4.0,8.0,59.6,60.0,66.0,47.0,9.64,17690000.0
thinkpro,36.0,,Acer,15.6,4.0,DDR4,1.0,512.0,Intel,2.0,4.0,51.1,51.0,57.0,41.0,15.0,11990000.0
laptop88,60.0,2.0,Lenovo,15.6,8.0,DDR5,0.0,512.0,Intel,,,,,,,58.5,23790000.0
thinkpro,87.0,2.19,Dell,16.0,8.0,DDR4,0.0,512.0,Intel,10.0,12.0,63.6,64.0,72.0,59.0,139.0,21990000.0
thinkpro,,,HP,16.1,32.0,DDR5,0.0,2048.0,Intel,14.0,20.0,100.0,100.0,103.0,106.0,121.0,45000000.0
thinkpro,57.0,1.8,Dell,15.0,64.0,DDR4,0.0,2048.0,Intel,6.0,12.0,81.7,82.0,85.0,72.0,44.4,29990000.0
thinkpro,56.0,2.8,Dell,15.6,8.0,,0.0,256.0,AMD,6.0,12.0,73.0,73.0,76.0,67.0,58.0,23490000.0
thinkpro,57.0,2.3,Acer,15.6,8.0,DDR4,1.0,512.0,Intel,8.0,16.0,87.9,88.0,90.0,86.0,58.0,33990000.0
laptop88,,,Asus,14.0,8.0,DDR4,0.0,256.0,Intel,12.0,16.0,94.8,95.0,97.0,94.0,139.0,18490000.0
thinkpro,80.0,1.7,Lenovo,15.0,16.0,DDR4,0.0,512.0,Intel,6.0,12.0,73.3,73.0,76.0,62.0,42.9,31990000.0
laptop88,41.0,1.0,HP,15.6,8.0,DDR4,0.0,256.0,Intel,,,,,,,139.0,16490000.0
thinkpro,83.0,2.37,HP,16.1,16.0,DDR4,0.0,512.0,Intel,8.0,16.0,87.9,88.0,90.0,86.0,112.0,48990000.0
thinkpro,41.0,1.69,HP,15.6,8.0,DDR4,0.0,512.0,Intel,10.0,12.0,63.6,64.0,72.0,59.0,139.0,17890000.0
thinkpro,40.0,1.4,Dell,14.0,16.0,DDR4,0.0,512.0,AMD,6.0,6.0,71.4,71.0,73.0,59.0,121.0,13990000.0
thinkpro,90.0,2.7,Asus,17.3,16.0,DDR4,0.0,512.0,AMD,8.0,16.0,75.1,75.0,78.0,72.0,121.0,41990000.0
laptop88,,1.0,HP,15.6,4.0,DDR4,0.0,256.0,Intel,2.0,4.0,90.6,91.0,88.0,75.0,112.0,9990000.0
thinkpro,45.0,2.0,HP,15.0,8.0,DDR4,0.0,512.0,AMD,6.0,6.0,71.4,71.0,73.0,59.0,121.0,17490000.0
laptop88,90.0,2.0,MSI,16.0,16.0,DDR4,0.0,1024.0,AMD,14.0,20.0,98.1,98.0,100.0,104.0,88.6,56990000.0
thinkpro,99.0,2.3,GIGABYTE,16.0,16.0,DDR5,0.0,2048.0,Intel,14.0,20.0,98.1,98.0,100.0,104.0,121.0,59990000.0
thinkpro,56.0,1.38,Huawei,14.0,8.0,DDR4,0.0,256.0,Intel,,,49.6,50.0,61.0,38.0,112.0,13990000.0
thinkpro,42.0,1.96,Dell,15.6,8.0,DDR4,0.0,256.0,Intel,2.0,4.0,49.6,50.0,61.0,38.0,5.0,9990000.0
thinkpro,45.0,2.25,Lenovo,15.6,8.0,DDR4,0.0,256.0,AMD,6.0,12.0,73.0,73.0,76.0,67.0,58.5,18490000.0
thinkpro,36.7,1.35,AVITA,14.0,8.0,,0.0,256.0,Intel,4.0,8.0,74.2,74.0,79.0,60.0,1.58,12990000.0
thinkpro,82.0,,MSI,16.0,16.0,,0.0,1024.0,Intel,4.0,8.0,67.3,67.0,77.0,56.0,52.0,46990000.0
thinkpro,51.0,1.3,Dell,13.0,16.0,,0.0,512.0,Intel,4.0,8.0,53.2,53.0,59.0,43.0,11.0,29990000.0
thinkpro,70.0,1.7,Asus,15.6,8.0,DDR4,0.0,512.0,Intel,12.0,16.0,94.8,95.0,97.0,94.0,139.0,19990000.0
laptop88,75.0,1.0,Lenovo,16.0,16.0,LPDDR5,0.0,512.0,Apple,,,,,,,42.3,26490000.0
thinkpro,,1.75,Dell,15.6,8.0,DDR4,0.0,256.0,Intel,4.0,8.0,73.0,73.0,80.0,62.0,139.0,20990000.0
thinkpro,43.0,1.48,HP,14.0,8.0,DDR4,0.0,256.0,Intel,6.0,8.0,68.5,68.0,78.0,59.0,139.0,13490000.0
thinkpro,45.0,1.28,Lenovo,14.0,16.0,LPDDR4x,0.0,256.0,Intel,4.0,8.0,60.2,60.0,67.0,50.0,16.2,27990000.0
laptop88,56.0,2.0,Asus,15.6,8.0,DDR5,0.0,512.0,Intel,,,,,,,58.5,21490000.0
laptop88,71.0,,Lenovo,15.6,12.0,DDR4,0.0,512.0,Intel,4.0,8.0,63.2,63.0,71.0,52.0,139.0,21990000.0
laptop88,,,Dell,14.0,16.0,DDR4,0.0,256.0,AMD,4.0,8.0,60.9,61.0,69.0,51.0,139.0,28990000.0
thinkpro,36.0,0.99,GIGABYTE,14.0,16.0,DDR4,0.0,512.0,Intel,4.0,8.0,67.3,67.0,77.0,56.0,139.0,23890000.0
laptop88,,,GIGABYTE,15.6,16.0,DDR4,0.0,512.0,AMD,12.0,16.0,94.8,95.0,97.0,94.0,53.7,22990000.0
thinkpro,49.0,2.2,GIGABYTE,15.6,16.0,DDR4,0.0,512.0,Intel,6.0,12.0,0.0,0.0,0.0,0.0,128.0,21990000.0
laptop88,,,Dell,14.0,16.0,DDR4,0.0,512.0,AMD,4.0,8.0,73.0,73.0,80.0,62.0,,16990000.0
thinkpro,58.2,1.4,Apple,13.3,8.0,,0.0,512.0,Apple,8.0,,0.0,0.0,0.0,0.0,,39990000.0
thinkpro,49.6,0.97,Lenovo,13.0,16.0,DDR5,0.0,1024.0,Intel,12.0,16.0,73.8,74.0,80.0,70.0,139.0,39990000.0
laptop88,,,Other,14.0,16.0,DDR4,0.0,512.0,Intel,4.0,8.0,67.3,67.0,77.0,56.0,139.0,25990000.0
thinkpro,54.7,1.34,Lenovo,13.3,16.0,,0.0,512.0,AMD,8.0,16.0,72.8,73.0,77.0,67.0,121.0,22990000.0
thinkpro,51.0,1.86,MSI,15.6,8.0,,0.0,512.0,Intel,6.0,12.0,74.5,74.0,78.0,69.0,36.2,20490000.0
thinkpro,44.0,,Lenovo,14.0,8.0,DDR4,0.0,512.0,AMD,8.0,16.0,72.3,72.0,74.0,69.0,121.0,18690000.0
thinkpro,90.0,3.0,Asus,17.3,32.0,DDR5,0.0,2048.0,Intel,16.0,24.0,103.0,103.0,106.0,116.0,139.0,110990000.0
laptop88,,,Dell,15.6,16.0,DDR4,0.0,512.0,Intel,4.0,8.0,0.0,0.0,0.0,0.0,,15290000.0
thinkpro,49.0,2.2,Colorful,15.6,16.0,,0.0,512.0,Intel,8.0,16.0,87.9,88.0,90.0,86.0,88.6,32900000.0
laptop88,,,HP,15.6,8.0,DDR4,0.0,512.0,Intel,14.0,20.0,98.1,98.0,100.0,104.0,58.5,28690000.0
thinkpro,96.0,2.0,Asus,16.0,16.0,DDR5,0.0,1024.0,Intel,14.0,20.0,98.1,98.0,100.0,104.0,139.0,42990000.0
laptop88,43.0,1.0,HP,14.0,8.0,DDR4,0.0,512.0,Intel,10.0,12.0,63.6,64.0,72.0,59.0,139.0,17290000.0
thinkpro,51.0,1.77,HP,15.6,8.0,DDR4,0.0,256.0,AMD,6.0,12.0,70.3,70.0,73.0,64.0,121.0,15990000.0
laptop88,75.0,,Lenovo,16.0,8.0,DDR4,0.0,512.0,Intel,,,,,,,10.3,15690000.0
thinkpro,60.0,2.4,Lenovo,15.6,8.0,DDR4,0.0,512.0,Intel,4.0,8.0,74.5,74.0,78.0,69.0,58.5,31990000.0
thinkpro,58.0,1.743,Other,14.4,16.0,,0.0,512.0,Intel,4.0,8.0,66.4,66.0,73.0,57.0,139.0,3790000.0
laptop88,,2.0,GIGABYTE,15.6,16.0,DDR4,0.0,1024.0,AMD,14.0,20.0,98.1,98.0,100.0,104.0,121.0,48990000.0
laptop88,45.0,,Lenovo,15.6,8.0,DDR4,0.0,256.0,Intel,,,,,,,58.5,16790000.0
thinkpro,41.0,1.9,Dell,15.6,8.0,DDR4,0.0,256.0,Intel,,,68.5,68.0,78.0,59.0,112.0,15190000.0
thinkpro,45.0,2.0,HP,15.0,8.0,DDR4,0.0,512.0,AMD,8.0,8.0,75.2,75.0,76.0,67.0,121.0,20790000.0
thinkpro,,,Asus,15.6,4.0,DDR4,0.0,512.0,AMD,2.0,4.0,38.2,38.0,44.0,28.0,121.0,12490000.0
laptop88,80.0,2.0,Lenovo,16.0,16.0,DDR5,0.0,512.0,Intel,14.0,20.0,98.1,98.0,100.0,104.0,88.6,40990000.0
thinkpro,80.0,2.5,Lenovo,16.0,16.0,DDR4,0.0,1024.0,AMD,8.0,16.0,75.1,75.0,78.0,72.0,121.0,51990000.0
thinkpro,58.2,1.4,Apple,13.3,8.0,,0.0,256.0,Apple,8.0,,0.0,0.0,0.0,0.0,,34990000.0
thinkpro,58.2,1.4,Apple,13.3,8.0,,0.0,512.0,Apple,8.0,,0.0,0.0,0.0,0.0,,39990000.0
thinkpro,61.0,1.1,Lenovo,14.0,16.0,LPDDR4x,0.0,1024.0,AMD,8.0,16.0,70.6,71.0,73.0,68.0,21.5,29790000.0
thinkpro,54.0,1.44,Dell,14.0,8.0,DDR4,0.0,256.0,AMD,6.0,12.0,69.5,69.0,71.0,63.0,121.0,15790000.0
thinkpro,86.0,1.83,Dell,15.0,16.0,DDR4,0.0,256.0,Intel,6.0,12.0,76.8,77.0,80.0,67.0,42.0,27990000.0
laptop88,,2.0,Acer,15.6,8.0,DDR4,0.0,256.0,Intel,6.0,12.0,74.5,74.0,78.0,69.0,42.3,15590000.0
thinkpro,76.0,2.0,Asus,15.6,8.0,DDR5,0.0,512.0,Intel,8.0,12.0,82.4,82.0,87.0,77.0,58.5,27990000.0
laptop88,80.0,2.0,Lenovo,16.0,16.0,DDR5,0.0,512.0,AMD,14.0,20.0,98.1,98.0,100.0,104.0,121.0,48990000.0
thinkpro,51.0,1.3,HP,13.0,8.0,DDR4,0.0,256.0,Intel,4.0,8.0,60.2,60.0,67.0,50.0,10.0,21990000.0
thinkpro,42.0,1.5,Asus,14.0,4.0,,0.0,512.0,Intel,2.0,4.0,0.0,0.0,0.0,0.0,112.0,9990000.0
thinkpro,51.0,1.09,Lenovo,14.0,16.0,LPDDR3,0.0,512.0,Intel,4.0,8.0,53.4,53.0,59.0,42.0,9.64,24990000.0
laptop88,41.0,1.0,HP,15.6,8.0,DDR4,0.0,256.0,AMD,6.0,8.0,68.5,68.0,78.0,59.0,112.0,13690000.0
thinkpro,70.0,2.3,HP,16.1,16.0,DDR4,0.0,512.0,AMD,8.0,16.0,75.1,75.0,78.0,72.0,58.0,31990000.0
thinkpro,49.9,1.29,Apple,13.3,8.0,,0.0,256.0,Apple,8.0,8.0,0.0,0.0,0.0,0.0,,22990000.0
thinkpro,60.0,1.36,Lenovo,14.0,8.0,DDR4,0.0,512.0,Intel,4.0,8.0,60.2,60.0,67.0,50.0,139.0,18890000.0
laptop88,,1.0,Acer,15.6,4.0,DDR4,0.0,256.0,Intel,4.0,8.0,51.1,51.0,57.0,41.0,112.0,10590000.0
laptop88,,,Asus,15.6,8.0,DDR5,0.0,512.0,AMD,14.0,20.0,98.1,98.0,100.0,104.0,58.5,26990000.0
laptop88,45.0,1.0,Lenovo,15.6,8.0,DDR4,0.0,512.0,Intel,6.0,8.0,68.5,68.0,78.0,59.0,112.0,13290000.0
thinkpro,86.0,2.81,Dell,15.6,16.0,DDR4,0.0,1024.0,Intel,8.0,16.0,87.9,88.0,90.0,86.0,128.0,43990000.0
laptop88,90.0,1.0,Asus,15.6,16.0,DDR5,0.0,256.0,Intel,,,,,,,88.6,42690000.0
thinkpro,56.0,1.18,Asus,13.4,16.0,,0.0,512.0,Intel,14.0,20.0,98.1,98.0,100.0,104.0,53.7,49990000.0
thinkpro,56.0,1.49,Huawei,14.0,16.0,,0.0,512.0,AMD,6.0,12.0,69.5,69.0,71.0,63.0,121.0,21990000.0
laptop88,,,Dell,15.6,8.0,DDR4,0.0,256.0,Intel,10.0,12.0,63.6,64.0,72.0,59.0,139.0,16590000.0
laptop88,48.96,2.0,GIGABYTE,15.6,8.0,DDR4,0.0,512.0,Intel,6.0,12.0,74.5,74.0,78.0,69.0,58.5,17690000.0
laptop88,,,Asus,14.0,8.0,DDR4,0.0,256.0,AMD,12.0,16.0,72.4,72.0,78.0,70.0,139.0,16490000.0
thinkpro,70.0,1.6,Asus,14.0,8.0,DDR4,0.0,256.0,Intel,12.0,16.0,94.8,95.0,97.0,94.0,139.0,19990000.0
laptop88,90.0,1.0,Asus,15.6,32.0,DDR5,0.0,1024.0,Intel,,,,,,,128.0,66990000.0
laptop88,,,Asus,15.6,8.0,DDR5,0.0,512.0,Intel,,,,,,,121.0,37990000.0
thinkpro,80.0,1.199,LG,16.0,16.0,DDR5,0.0,512.0,Intel,12.0,16.0,72.4,72.0,78.0,70.0,139.0,42990000.0
laptop88,,1.0,Asus,15.6,8.0,DDR4,0.0,512.0,Intel,,,,,,,8.98,14990000.0
thinkpro,65.0,2.9,MSI,17.3,16.0,DDR4,0.0,1024.0,Intel,8.0,16.0,87.9,88.0,90.0,86.0,112.0,52990000.0
thinkpro,37.0,1.28,AVITA,14.0,8.0,DDR4,0.0,1024.0,Intel,4.0,8.0,56.4,56.0,62.0,44.0,9.64,13990000.0
thinkpro,80.0,2.45,Lenovo,16.0,32.0,DDR4,0.0,2048.0,AMD,8.0,16.0,75.1,75.0,78.0,72.0,121.0,41990000.0
thinkpro,99.0,3.3,MSI,17.3,64.0,DDR5,0.0,2048.0,Intel,16.0,24.0,103.0,103.0,106.0,116.0,139.0,139990000.0
laptop88,41.0,1.0,Dell,15.6,8.0,DDR4,0.0,512.0,Intel,10.0,12.0,63.6,64.0,72.0,59.0,112.0,17490000.0
thinkpro,52.0,1.35,Dell,14.5,8.0,,0.0,512.0,Intel,4.0,8.0,63.2,63.0,71.0,52.0,139.0,21990000.0
thinkpro,42.0,1.4,Asus,14.0,4.0,DDR4,0.0,128.0,Intel,2.0,4.0,90.6,91.0,88.0,75.0,112.0,10990000.0
thinkpro,75.0,1.39,Asus,14.0,8.0,LPDDR5,0.0,512.0,Intel,12.0,16.0,72.4,72.0,78.0,70.0,139.0,24990000.0
thinkpro,70.0,,Asus,14.0,16.0,,0.0,1024.0,Intel,4.0,8.0,63.2,63.0,71.0,52.0,139.0,39990000.0
thinkpro,45.0,1.39,Lenovo,14.0,8.0,DDR4,0.0,512.0,AMD,8.0,16.0,72.3,72.0,74.0,69.0,121.0,18690000.0
thinkpro,56.0,1.19,Acer,15.0,16.0,,0.0,512.0,Intel,4.0,8.0,60.2,60.0,67.0,50.0,139.0,22990000.0
thinkpro,54.0,1.65,Dell,14.0,8.0,DDR4,0.0,256.0,AMD,6.0,12.0,69.5,69.0,71.0,63.0,121.0,19990000.0
thinkpro,75.0,1.9,Lenovo,16.0,16.0,LPDDR5,0.0,512.0,AMD,8.0,16.0,78.1,78.0,81.0,77.0,58.5,31990000.0
laptop88,70.0,1.0,Asus,15.6,16.0,DDR4,0.0,512.0,AMD,,,,,,,58.5,25390000.0
thinkpro,80.0,2.4,Lenovo,15.6,8.0,DDR4,1.0,512.0,AMD,6.0,12.0,73.0,73.0,76.0,67.0,72.6,33990000.0
thinkpro,49.6,0.97,Lenovo,13.0,16.0,DDR5,0.0,512.0,Intel,14.0,20.0,73.8,74.0,80.0,70.0,139.0,46990000.0
thinkpro,60.0,1.36,Lenovo,14.0,8.0,DDR4,0.0,512.0,Intel,4.0,8.0,63.2,63.0,71.0,52.0,139.0,27990000.0
laptop88,56.5,1.0,Lenovo,14.0,16.0,LPDDR5,0.0,512.0,Intel,,,,,,,10.0,20490000.0
thinkpro,56.0,1.26,Lenovo,13.3,8.0,LPDDR4x,0.0,512.0,Intel,4.0,8.0,60.2,60.0,67.0,50.0,139.0,24650000.0
laptop88,48.0,1.0,Asus,14.0,4.0,DDR4,0.0,256.0,Intel,2.0,4.0,46.9,47.0,55.0,34.0,,10490000.0
thinkpro,39.3,1.7,MSI,15.6,8.0,DDR4,0.0,512.0,AMD,6.0,12.0,0.0,0.0,0.0,0.0,121.0,17490000.0
laptop88,75.0,1.0,Asus,14.0,16.0,DDR4,0.0,512.0,Intel,,,,,,,139.0,23990000.0
thinkpro,48.0,1.8,Xiaomi,15.0,8.0,DDR4,0.0,512.0,Intel,2.0,4.0,66.4,66.0,73.0,57.0,16.2,15990000.0
thinkpro,51.0,1.3,HP,13.0,8.0,DDR4,0.0,512.0,Intel,4.0,8.0,63.2,63.0,71.0,52.0,10.0,29990000.0
thinkpro,39.0,1.3,MSI,14.0,8.0,DDR4,0.0,512.0,AMD,6.0,12.0,69.5,69.0,71.0,63.0,121.0,15490000.0
thinkpro,58.0,1.4,Apple,13.0,16.0,,0.0,256.0,Apple,8.0,8.0,0.0,0.0,0.0,0.0,,39990000.0
thinkpro,90.0,2.2,Asus,15.6,8.0,DDR5-4800 SO-DIMM,0.0,512.0,Intel,14.0,20.0,98.1,98.0,100.0,104.0,58.5,27390000.0
thinkpro,45.0,2.2,Lenovo,15.0,8.0,DDR4,0.0,512.0,Intel,4.0,8.0,69.8,70.0,74.0,57.0,76.2,20990000.0
thinkpro,94.0,2.87,Lenovo,15.6,32.0,DDR4,0.0,512.0,Intel,8.0,16.0,89.2,89.0,92.0,88.0,50.4,39990000.0
thinkpro,42.0,1.5,Asus,14.0,8.0,DDR4,0.0,256.0,Intel,12.0,16.0,72.4,72.0,78.0,70.0,88.6,17290000.0
laptop88,,,Asus,15.6,32.0,DDR5,0.0,1024.0,AMD,14.0,20.0,100.0,100.0,103.0,106.0,139.0,71990000.0
thinkpro,39.0,1.3,MSI,14.0,8.0,,0.0,256.0,Intel,2.0,4.0,49.6,50.0,61.0,38.0,112.0,10590000.0
laptop88,,,Other,15.6,8.0,DDR4,0.0,512.0,AMD,12.0,16.0,94.8,95.0,97.0,94.0,58.5,23990000.0
thinkpro,45.0,1.29,Microsoft,15.0,8.0,LPDDR3,0.0,128.0,AMD,4.0,8.0,0.0,0.0,0.0,0.0,82.2,14390000.0
thinkpro,60.0,1.36,Dell,14.0,16.0,LPDDR3,0.0,256.0,Intel,4.0,8.0,59.6,60.0,66.0,47.0,9.64,15990000.0
thinkpro,60.0,1.71,Huawei,16.0,16.0,,0.0,512.0,Intel,8.0,12.0,82.4,82.0,87.0,77.0,112.0,22990000.0
laptop88,,,Lenovo,15.6,16.0,DDR4,0.0,256.0,Intel,,,,,,,70.0,66990000.0
thinkpro,90.0,1.285,LG,16.0,16.0,DDR5,0.0,512.0,Intel,12.0,16.0,72.4,72.0,78.0,70.0,139.0,35990000.0
thinkpro,42.0,1.1,Lenovo,13.0,16.0,LPDDR3L,0.0,256.0,Intel,4.0,8.0,40.3,40.0,41.0,27.0,9.64,15990000.0
